unique_id,ground_truth,inferred_value,data,created_at
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,81,moving_van,<memory at 0x7f42be812800>,27:39.1
a3357ec6-3f64-4265-bddc-476b458f357e,53,corn,<memory at 0x7f42be8128c0>,27:39.3
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,48,chain_saw,<memory at 0x7f42be812980>,27:39.3
c629063e-f918-4b1a-99ed-0df11cb5331b,40,table_lamp,<memory at 0x7f42be812a40>,10:34.9
fe0307ae-ff7d-4f87-a3e8-37d0f39848da,52,safety_pin,<memory at 0x7f42be812b00>,10:36.0
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,60,hartebeest,<memory at 0x7f42be812bc0>,27:32.2
fe0307ae-ff7d-4f87-a3e8-37d0f39848da,42,cheetah,<memory at 0x7f42be812c80>,10:35.1
892470cc-e2e3-4f4c-a2a3-f673e3855919,97,patas,<memory at 0x7f42be812d40>,10:35.4
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,12,steel_arch_bridge,<memory at 0x7f42be812e00>,27:40.2
c629063e-f918-4b1a-99ed-0df11cb5331b,1,dugong,<memory at 0x7f42be812ec0>,10:35.8
b3502f80-e47f-4fee-9111-b8927f2c607e,36,guinea_pig,<memory at 0x7f42be812f80>,06:53.6
436a24b7-7348-4bf5-9ccc-e4da222fa891,46,jigsaw_puzzle,<memory at 0x7f42be813040>,06:53.8
892470cc-e2e3-4f4c-a2a3-f673e3855919,37,moving_van,<memory at 0x7f42be813100>,10:36.2
c629063e-f918-4b1a-99ed-0df11cb5331b,2,spatula,<memory at 0x7f42be8131c0>,10:37.9
c629063e-f918-4b1a-99ed-0df11cb5331b,80,fox_squirrel,<memory at 0x7f42be813280>,10:36.9
3a32cb72-d620-45c9-814c-7a41ecd7c64d,5,studio_couch,<memory at 0x7f42be813340>,27:39.3
892470cc-e2e3-4f4c-a2a3-f673e3855919,39,nipple,<memory at 0x7f42be813400>,10:38.2
fe0307ae-ff7d-4f87-a3e8-37d0f39848da,68,langur,<memory at 0x7f42be8134c0>,10:37.0
892470cc-e2e3-4f4c-a2a3-f673e3855919,46,oboe,<memory at 0x7f42be813580>,10:37.2
9e1fb109-1b26-4286-8506-b51f2aa48218,78,sidewinder,<memory at 0x7f42be813640>,48:41.2
1bf05637-3c56-45ef-8d93-e6c3f244672f,82,daisy,<memory at 0x7f42be813700>,48:41.2
2df87f9f-90c5-45e2-8f7e-1601d54aca4f,8,mountain_bike,<memory at 0x7f42be8137c0>,48:41.2
eb1e3d68-fa70-4581-b045-3d1e58499d88,43,lion,<memory at 0x7f42be813880>,48:41.2
1bf05637-3c56-45ef-8d93-e6c3f244672f,75,skunk,<memory at 0x7f42be813940>,48:41.2
04c54740-b19a-4634-8289-417512aef465,89,thresher,<memory at 0x7f42be813a00>,48:41.2
9e1fb109-1b26-4286-8506-b51f2aa48218,27,platypus,<memory at 0x7f42be813ac0>,48:41.2
fe0307ae-ff7d-4f87-a3e8-37d0f39848da,30,dugong,<memory at 0x7f42be813b80>,10:38.0
c629063e-f918-4b1a-99ed-0df11cb5331b,11,barrel,<memory at 0x7f42be813c40>,10:38.9
fe0307ae-ff7d-4f87-a3e8-37d0f39848da,46,horizontal_bar,<memory at 0x7f42be813d00>,10:39.0
892470cc-e2e3-4f4c-a2a3-f673e3855919,96,thresher,<memory at 0x7f42be813dc0>,10:39.2
c629063e-f918-4b1a-99ed-0df11cb5331b,12,steel_arch_bridge,<memory at 0x7f42be813e80>,10:39.8
892470cc-e2e3-4f4c-a2a3-f673e3855919,0,punching_bag,<memory at 0x7f42be813f40>,10:40.2
892470cc-e2e3-4f4c-a2a3-f673e3855919,6,lab_coat,<memory at 0x7f42be820040>,10:41.3
fe0307ae-ff7d-4f87-a3e8-37d0f39848da,27,hyena,<memory at 0x7f42be820100>,10:40.0
c629063e-f918-4b1a-99ed-0df11cb5331b,92,packet,<memory at 0x7f42be8201c0>,10:41.0
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,60,ballpoint,<memory at 0x7f42be820280>,27:39.9
fe0307ae-ff7d-4f87-a3e8-37d0f39848da,20,folding_chair,<memory at 0x7f42be820340>,10:41.1
c629063e-f918-4b1a-99ed-0df11cb5331b,85,pirate,<memory at 0x7f42be820400>,10:42.9
c629063e-f918-4b1a-99ed-0df11cb5331b,56,pot,<memory at 0x7f42be8204c0>,10:41.9
892470cc-e2e3-4f4c-a2a3-f673e3855919,59,leopard,<memory at 0x7f42be820580>,10:43.2
fe0307ae-ff7d-4f87-a3e8-37d0f39848da,77,snail,<memory at 0x7f42be820640>,10:42.0
892470cc-e2e3-4f4c-a2a3-f673e3855919,8,parachute,<memory at 0x7f42be820700>,10:42.2
fe0307ae-ff7d-4f87-a3e8-37d0f39848da,82,web_site,<memory at 0x7f42be8207c0>,10:50.1
a98f6906-34ef-4a3c-b30f-622b7fd9874c,83,bell_pepper,<memory at 0x7f42be820880>,06:51.2
892470cc-e2e3-4f4c-a2a3-f673e3855919,33,tusker,<memory at 0x7f42be820940>,10:50.4
c629063e-f918-4b1a-99ed-0df11cb5331b,62,coral_fungus,<memory at 0x7f42be820a00>,10:51.0
c629063e-f918-4b1a-99ed-0df11cb5331b,51,patas,<memory at 0x7f42be820ac0>,10:53.0
892470cc-e2e3-4f4c-a2a3-f673e3855919,40,table_lamp,<memory at 0x7f42be820b80>,10:53.3
fe0307ae-ff7d-4f87-a3e8-37d0f39848da,39,space_bar,<memory at 0x7f42be820c40>,10:51.1
a3357ec6-3f64-4265-bddc-476b458f357e,8,moped,<memory at 0x7f42be820d00>,27:40.2
892470cc-e2e3-4f4c-a2a3-f673e3855919,88,tiger,<memory at 0x7f42be820dc0>,10:51.4
c629063e-f918-4b1a-99ed-0df11cb5331b,93,electric_ray,<memory at 0x7f42be820e80>,10:52.0
3a32cb72-d620-45c9-814c-7a41ecd7c64d,47,safety_pin,<memory at 0x7f42be820f40>,27:40.2
fe0307ae-ff7d-4f87-a3e8-37d0f39848da,9,nipple,<memory at 0x7f42be821000>,10:52.1
b3502f80-e47f-4fee-9111-b8927f2c607e,85,thresher,<memory at 0x7f42be8210c0>,06:54.5
892470cc-e2e3-4f4c-a2a3-f673e3855919,92,daisy,<memory at 0x7f42be821180>,10:52.4
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,6,barn_spider,<memory at 0x7f42be821240>,27:41.1
ca7700a1-ea73-4d67-84b4-efb99f1d4449,23,whiskey_jug,<memory at 0x7f42be821300>,06:53.9
a3357ec6-3f64-4265-bddc-476b458f357e,73,dugong,<memory at 0x7f42be8213c0>,27:41.3
71c6fafd-cbb4-4a03-ab61-1f4582bc170c,62,Dandie_Dinmont,<memory at 0x7f42be821480>,06:54.5
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,74,macaque,<memory at 0x7f42be821540>,27:41.4
a98f6906-34ef-4a3c-b30f-622b7fd9874c,65,Arabian_camel,<memory at 0x7f42be821600>,06:54.3
3a32cb72-d620-45c9-814c-7a41ecd7c64d,59,cardoon,<memory at 0x7f42be8216c0>,27:41.4
fe0307ae-ff7d-4f87-a3e8-37d0f39848da,60,trailer_truck,<memory at 0x7f42be821780>,10:53.1
fe0307ae-ff7d-4f87-a3e8-37d0f39848da,28,stopwatch,<memory at 0x7f42be821840>,10:56.0
c629063e-f918-4b1a-99ed-0df11cb5331b,98,English_foxhound,<memory at 0x7f42be821900>,10:54.0
c629063e-f918-4b1a-99ed-0df11cb5331b,76,pedestal,<memory at 0x7f42be8219c0>,10:55.9
892470cc-e2e3-4f4c-a2a3-f673e3855919,75,skunk,<memory at 0x7f42be821a80>,10:56.2
fe0307ae-ff7d-4f87-a3e8-37d0f39848da,79,barn_spider,<memory at 0x7f42be821b40>,10:54.1
892470cc-e2e3-4f4c-a2a3-f673e3855919,64,polecat,<memory at 0x7f42be821c00>,10:54.3
a3357ec6-3f64-4265-bddc-476b458f357e,43,lion,<memory at 0x7f42be821cc0>,27:45.3
c629063e-f918-4b1a-99ed-0df11cb5331b,22,analog_clock,<memory at 0x7f42be821d80>,10:54.9
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,97,Eskimo_dog,<memory at 0x7f42be821e40>,27:43.3
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,75,skunk,<memory at 0x7f42be821f00>,27:42.1
fe0307ae-ff7d-4f87-a3e8-37d0f39848da,20,folding_chair,<memory at 0x7f42be821fc0>,10:55.1
c629063e-f918-4b1a-99ed-0df11cb5331b,93,earthstar,<memory at 0x7f42be822080>,10:57.0
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,21,chimpanzee,<memory at 0x7f42be822140>,27:44.0
892470cc-e2e3-4f4c-a2a3-f673e3855919,4,otter,<memory at 0x7f42be822200>,10:55.3
fe0307ae-ff7d-4f87-a3e8-37d0f39848da,13,moving_van,<memory at 0x7f42be8222c0>,10:57.1
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,31,Indian_elephant,<memory at 0x7f42be822380>,27:45.3
a3357ec6-3f64-4265-bddc-476b458f357e,81,thresher,<memory at 0x7f42be822440>,27:43.4
a3357ec6-3f64-4265-bddc-476b458f357e,54,ant,<memory at 0x7f42be822500>,27:44.1
892470cc-e2e3-4f4c-a2a3-f673e3855919,3,brown_bear,<memory at 0x7f42be8225c0>,10:57.3
a3357ec6-3f64-4265-bddc-476b458f357e,99,nematode,<memory at 0x7f42be822680>,27:42.2
661f24ac-c1e5-4aad-89bd-55f9aaa8ab0e,53,lemon,<memory at 0x7f42be822740>,27:44.1
c629063e-f918-4b1a-99ed-0df11cb5331b,73,dugong,<memory at 0x7f42be822800>,10:57.9
3a32cb72-d620-45c9-814c-7a41ecd7c64d,97,timber_wolf,<memory at 0x7f42be8228c0>,27:42.3
3a32cb72-d620-45c9-814c-7a41ecd7c64d,75,skunk,<memory at 0x7f42be822980>,27:43.4
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,53,ping-pong_ball,<memory at 0x7f42be822a40>,27:43.1
3a32cb72-d620-45c9-814c-7a41ecd7c64d,98,chimpanzee,<memory at 0x7f42be822b00>,27:44.3
191fbfaf-88bd-46c6-9e7c-b4957b75b3f5,41,power_drill,<memory at 0x7f42be822bc0>,27:45.0
a98f6906-34ef-4a3c-b30f-622b7fd9874c,30,grey_whale,<memory at 0x7f42be822c80>,57:53.0
b3502f80-e47f-4fee-9111-b8927f2c607e,84,whiskey_jug,<memory at 0x7f42be822d40>,57:53.2
71c6fafd-cbb4-4a03-ab61-1f4582bc170c,28,punching_bag,<memory at 0x7f42be822e00>,57:53.2
436a24b7-7348-4bf5-9ccc-e4da222fa891,93,barn_spider,<memory at 0x7f42be822ec0>,57:53.4
ca7700a1-ea73-4d67-84b4-efb99f1d4449,43,lion,<memory at 0x7f42be822f80>,57:53.4
a98f6906-34ef-4a3c-b30f-622b7fd9874c,6,patas,<memory at 0x7f42be823040>,57:53.8
b3502f80-e47f-4fee-9111-b8927f2c607e,59,fox_squirrel,<memory at 0x7f42be823100>,57:54.1
1bf05637-3c56-45ef-8d93-e6c3f244672f,66,patas,<memory at 0x7f42be8231c0>,48:24.9
9e1fb109-1b26-4286-8506-b51f2aa48218,37,sombrero,<memory at 0x7f42be823280>,48:24.8
fe0307ae-ff7d-4f87-a3e8-37d0f39848da,78,bow,<memory at 0x7f42be823340>,10:58.0
fe0307ae-ff7d-4f87-a3e8-37d0f39848da,35,nipple,<memory at 0x7f42be823400>,11:00.0
892470cc-e2e3-4f4c-a2a3-f673e3855919,4,fox_squirrel,<memory at 0x7f42be8234c0>,10:58.3
892470cc-e2e3-4f4c-a2a3-f673e3855919,74,cheetah,<memory at 0x7f42be823580>,11:00.2
c629063e-f918-4b1a-99ed-0df11cb5331b,64,langur,<memory at 0x7f42be823640>,11:02.9
c629063e-f918-4b1a-99ed-0df11cb5331b,96,lakeside,<memory at 0x7f42be823700>,10:58.9
c629063e-f918-4b1a-99ed-0df11cb5331b,27,platypus,<memory at 0x7f42be8237c0>,11:04.9
c629063e-f918-4b1a-99ed-0df11cb5331b,36,marmoset,<memory at 0x7f42be823880>,11:01.0
fe0307ae-ff7d-4f87-a3e8-37d0f39848da,92,packet,<memory at 0x7f42be823940>,10:59.0
2df87f9f-90c5-45e2-8f7e-1601d54aca4f,21,chimpanzee,<memory at 0x7f42be823a00>,50:33.8
892470cc-e2e3-4f4c-a2a3-f673e3855919,84,fire_screen,<memory at 0x7f42be823ac0>,10:59.3
fe0307ae-ff7d-4f87-a3e8-37d0f39848da,5,slide_rule,<memory at 0x7f42be823b80>,11:01.1
fe0307ae-ff7d-4f87-a3e8-37d0f39848da,58,convertible,<memory at 0x7f42be823c40>,11:03.0
c629063e-f918-4b1a-99ed-0df11cb5331b,61,face_powder,<memory at 0x7f42be823d00>,10:59.8
892470cc-e2e3-4f4c-a2a3-f673e3855919,92,daisy,<memory at 0x7f42be823dc0>,11:01.3
892470cc-e2e3-4f4c-a2a3-f673e3855919,45,magnetic_compass,<memory at 0x7f42be823e80>,11:03.3
